ISM Controls,,,,,,,,,,,,,,,Scoping Considerations,,,Provider Responsibilities,,,Consumer Responsibilities,,,
Guideline,Section,Topic,Identifier,Revision,Updated,NC,OS,P,S,TS,ML1,ML2,ML3,Description,"Administration
Environment","Cloud Production -
Common Controls ","Cloud Production -
Service Specific","Provider
Responsibility","Implementation
Status","Implementation
Comments","Consumer
Responsibility","Consumer Implementation
Required","Consumer Configuration
Required","Consumer
Guidance"
Guidelines for personnel security,Access to systems and their resources,Temporary access to systems,ISM-0443,3,Sep-18,No,No,No,Yes,Yes,No,No,No,"Temporary access is not granted to systems that process, store or communicate caveated or sensitive compartmented information.",Applicable,Applicable,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for personnel security,Access to systems and their resources,Emergency access to systems,ISM-1610,1,Jun-25,Yes,Yes,Yes,Yes,Yes,No,No,No,A method of emergency access to systems and their resources is documented and tested at least once when initially implemented and each time fundamental information technology infrastructure changes occur.,Applicable,Applicable,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for personnel security,Access to systems and their resources,Emergency access to systems,ISM-1611,0,Aug-20,Yes,Yes,Yes,Yes,Yes,No,No,No,Break glass accounts are only used when normal authentication processes cannot be used.,Applicable,Applicable,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for personnel security,Access to systems and their resources,Emergency access to systems,ISM-1612,0,Aug-20,Yes,Yes,Yes,Yes,Yes,No,No,No,Break glass accounts are only used for specific authorised activities.,Applicable,Applicable,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for personnel security,Access to systems and their resources,Emergency access to systems,ISM-1614,0,Aug-20,Yes,Yes,Yes,Yes,Yes,No,No,No,Break glass account credentials are changed by the account custodian after they are accessed by any other party.,Applicable,Applicable,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for personnel security,Access to systems and their resources,Emergency access to systems,ISM-1615,0,Aug-20,Yes,Yes,Yes,Yes,Yes,No,No,No,Break glass accounts are tested after credentials are changed.,Applicable,Applicable,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for personnel security,Access to systems and their resources,Emergency access to systems,ISM-1613,2,Dec-23,Yes,Yes,Yes,Yes,Yes,No,No,No,Use of break glass accounts is centrally logged.,Applicable,Applicable,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for personnel security,Access to systems and their resources,Control of Australian systems,ISM-0078,5,Jun-21,No,No,No,Yes,Yes,No,No,No,"Systems processing, storing or communicating AUSTEO or AGAO data remain at all times under the control of an Australian national working for or on behalf of the Australian Government.",Applicable,Applicable,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for personnel security,Access to systems and their resources,Control of Australian systems,ISM-0854,6,Dec-21,No,No,No,Yes,Yes,No,No,No,AUSTEO and AGAO data can only be accessed from systems under the sole control of the Australian Government that are located within facilities authorised by the Australian Government.,Applicable,Applicable,Applicable if different per system or service,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for communications infrastructure,Cabling infrastructure,Cabling infrastructure standards,ISM-0181,3,Mar-21,Yes,Yes,Yes,Yes,Yes,No,No,No,"Cabling infrastructure is installed in accordance with relevant Australian Standards, as directed by the Australian Communications and Media Authority.",Applicable,Applicable,Not applicable as it is highly likely common infrastructure is used across different services,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for communications infrastructure,Cabling infrastructure,Use of fibre-optic cables,ISM-1111,3,Mar-21,Yes,Yes,Yes,Yes,Yes,No,No,No,Fibre-optic cables are used for cabling infrastructure instead of copper cables.,Applicable,Applicable,Not applicable as it is highly likely common infrastructure is used across different services,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for communications infrastructure,Cabling infrastructure,Cable register,ISM-0211,7,Dec-22,Yes,Yes,Yes,Yes,Yes,No,No,No,"A cable register is developed, implemented, maintained and verified on a regular basis.",Applicable,Applicable,Not applicable as it is highly likely common infrastructure is used across different services,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for communications infrastructure,Cabling infrastructure,Cable register,ISM-0208,6,Jun-21,Yes,Yes,Yes,Yes,Yes,No,No,No,"A cable register contains the following for each cable:
• cable identifier
• cable colour
• sensitivity/classification
• source
• destination
• location
• seal numbers (if applicable).",Applicable,Applicable,Not applicable as it is highly likely common infrastructure is used across different services,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for communications infrastructure,Cabling infrastructure,Floor plan diagrams,ISM-1645,2,Dec-22,Yes,Yes,Yes,Yes,Yes,No,No,No,"Floor plan diagrams are developed, implemented, maintained and verified on a regular basis.",Applicable,Applicable,Not applicable as it is highly likely common infrastructure is used across different services,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for communications infrastructure,Cabling infrastructure,Floor plan diagrams,ISM-1646,0,Jun-21,Yes,Yes,Yes,Yes,Yes,No,No,No,"Floor plan diagrams contain the following:
• cable paths (including ingress and egress points between floors)
• cable reticulation system and conduit paths
• floor concentration boxes
• wall outlet boxes
• network cabinets.",Applicable,Applicable,Not applicable as it is highly likely common infrastructure is used across different services,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for communications infrastructure,Cabling infrastructure,Cable labelling processes and procedures,ISM-0206,7,Dec-22,Yes,Yes,Yes,Yes,Yes,No,No,No,"Cable labelling processes, and supporting cable labelling procedures, are developed, implemented and maintained.",Applicable,Applicable,Not applicable as it is highly likely common infrastructure is used across different services,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for communications infrastructure,Cabling infrastructure,Labelling cables,ISM-1096,2,Oct-19,Yes,Yes,Yes,Yes,Yes,No,No,No,Cables are labelled at each end with sufficient source and destination details to enable the physical identification and inspection of the cable.,Applicable,Applicable,Not applicable as it is highly likely common infrastructure is used across different services,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for communications infrastructure,Cabling infrastructure,Labelling building management cables,ISM-1639,0,Mar-21,Yes,Yes,Yes,Yes,Yes,No,No,No,"Building management cables are labelled with their purpose in black writing on a yellow background, with a minimum size of 2.5 cm x 1 cm, and attached at five-metre intervals.",Applicable,Applicable,Not applicable as it is highly likely common infrastructure is used across different services,,Not Assessed,,,Not Assessed,Not Assessed,
Guidelines for communications infrastructure,Cabling infrastructure,Labelling cables for foreign systems in Australian facilities,ISM-1640,0,Mar-21,Yes,Yes,Yes,Yes,Yes,No,No,No,Cables for foreign systems installed in Australian facilities are labelled at inspection points.,Applicable,Applicable,Not applicable as it is highly likely common infrastructure is used across different services,,Not Assessed,,,Not Assessed,Not Assessed,
